PLAYER,CAP HIT,player_id
Vitali Kravtsov,875000,kravtvi01
Fraser Minten,875000,mintefr01
Cody Glass,874125,glassco01
Jesper Boqvist,874125,boqvije01
Joshua Dunne,874125,dunnejo01
James Malatesta,870833,malatja01
Elias Salomonsson,870000,salomel01
Evan Barratt,870000,barraev01
Karl Henriksson,870000,henrika01
Adam Sýkora,870000,sýkorad01
Calle Odelius,870000,odelica01
Raphael Lavoie,870000,lavoira01
Yan Kuznetsov,870000,kuzneya01
Jakub Galvas,867500,galvaja01
Eetu Mäkiniemi,867500,mäkinee01
Daniel Torgersson,867500,torgeda01
Francesco Pinelli,867500,pinelfr01
Gannon Laroque,867500,laroqga01
Logan Hutsko,867500,hutsklo01
Olen Zellweger,866667,zellwol01
Alec Regula,866667,regulal01
Simon Holmström,863333,holmssi01
Kaiden Guhle,863333,guhleka01
Ridly Greig,863333,greigri01
Dominik Bokk,863333,bokkdo01
Ty Smith,863333,smithty01
Ville Heinola,863333,heinovi01
Peyton Krebs,863333,krebspe01
Marco Rossi,863333,rossima01
Rasmus Kupari,863333,kuparra01
Lassi Thomson,863333,thomsla01
Samuel Poulin,863333,poulisa01
Brayden Tracey,863333,tracebr01
Hendrix Lapierre,863333,lapiehe01
Connor Zary,863333,zaryco01
Ty Dellandrea,863333,dellaty01
Philip Broberg,863333,brobeph01
Thomas Harley,863333,harleth01
Jacob Perreault,863333,perreja01
Evan Bouchard,863333,bouchev01
Victor Söderström,863333,södervi01
Jakob Pelletier,863333,pelleja01
Ryan Merkley,863333,merklry01
Tyson Foerster,863333,foersty01
Nolan Foote,863333,footeno01
Connor McMichael,863333,mcmicco01
Nicolas Beaudin,863333,beaudni01
Moritz Seider,863333,seidemo01
Ryan Suzuki,863333,suzukry01
Philip Tomasino,863333,tomasph01
Martin Kaut,863333,kautma01
Alexander Alexeyev,863333,alexeal01
Keean Washkurak,862500,washkke01
Noel Gunler,862500,gunleno01
Samu Tuomaala,861667,tuomasa01
Lucas Edmonds,861667,edmonlu01
Michael Milne,861667,milnemi01
Amadeus Lombardi,861667,lombaam01
Mitchell Miller,861667,millemi01
Nolan Burke,861667,burkeno01
Jett Woo,860833,wooje01
Matyas Sapovaliv,860000,sapovma01
Danny Zhilkin,860000,zhilkda01
Bogdan Trineyev,859167,trinebo01
Topias Vilén,859167,vilénto01
Joe Fleming,859167,flemijo01
Lukas Svejkovsky,859167,svejklu01
Riley Kidney,859167,kidneri01
Taylor Gauthier,859167,gauthta01
Zach Uens,859167,uensza01
Ty Glover,859167,glovety01
Ryder Korczak,859167,korczry01
Olivier Nadeau,859167,nadeaol01
Jordan Frasca,859167,frascjo01
Cross Hanas,859167,hanascr01
Henri Nikkanen,859167,nikkahe01
Mattias Norlinder,859167,norlima01
Tye Kartye,859167,kartyty01
Nathan Staios,859167,staiona01
Samuel Ersson,859167,erssosa01
Bennett MacArthur,859167,macarbe01
Kim Nousiainen,859167,nousiki01
Josh Bloom,859167,bloomjo01
Brett Harrison,859167,harribr01
Isaak Phillips,859167,phillis01
Henry Rybinski,859167,rybinhe01
William Dufour,859167,dufouwi01
Alexander Kisakov,859167,kisakal01
Jalen Luypen,859167,luypeja01
Félix Robert,857500,roberfé01
Jack St. Ivany,857500,st.ja01
Roni Hirvonen,856667,hirvoro01
Topi Niemelä,856667,niemeto01
William Trudeau,856667,trudewi01
Joshua Roy,856667,royjo01
Cole Schwindt,855833,schwico01
John-Jason Peterka,855833,peterjo01
Danila Klimovich,855833,klimoda01
Ryan O'Rourke,855833,o'roury01
Jáchym Kondelík,855000,kondejá01
Ruslan Iskhakov,855000,iskharu01
Oskari Salminen,855000,salmios01
Calle Själin,855000,själica01
Clay Stevenson,855000,stevecl01
Peetro Seppälä,855000,seppäpe01
Sam Hentges,855000,hentgsa01
Pavol Regenda,855000,regenpa01
Declan Carlile,855000,carlide01
Simon Johansson,855000,johansi01
Danila Zhuravlyov,855000,zhurada01
Santtu Kinnunen,855000,kinnusa01
Samuel Walker,855000,walkesa01
Olof Lindbom,855000,lindbol01
Oskari Laaksonen,853333,laaksos01
Joshua Maniscalco,853333,manisjo01
Max Gildon,853333,gildoma01
Matias Maccelli,853333,maccema01
John Ludvig,853333,ludvijo01
Ty Emberson,853333,emberty01
Tomas Hamara,851667,hamarto01
Akira Schmid,850833,schmiak01
Louis Crevier,850833,crevilo01
Marc Del Gaizo,850833,delma01
Nico Daws,850833,dawsni01
Colten Ellis,850833,ellisco01
Maxim Cajkovic,850833,cajkoma01
Brandon Coe,850833,coebr01
Hunter Skinner,850833,skinnhu01
Simon Lundmark,850833,lundmsi01
Oskar Bäck,850833,bäckos01
Santeri Hatakka,850833,hataksa01
Tyler Angle,850833,anglety01
Graeme Clarke,850833,clarkgr01
Michael Vukojevic,850833,vukojmi01
Hugo Alnefelt,850833,alnefhu01
Juuso Pärssinen,850833,pärssju01
Talyn Boyko,850833,boykota01
Nathan Beaulieu,850000,beaulna01
Sam Carrick,850000,carrisa01
Jansen Harkins,850000,harkija01
Urho Vaakanainen,850000,vaakaur01
Ryan Mast,850000,mastry01
Nikolai Knyzhov,850000,knyzhni01
Luke Schenn,850000,schenlu01
Ben Hutton,850000,huttobe01
Cal Foote,850000,footeca01
Conor Timmins,850000,timmico01
Zachary Sanford,850000,sanfoza01
Gustav Lindström,850000,lindsgu01
Mark Pysyk,850000,pysykma01
Jack Rathbone,850000,rathbja01
Tyrel Bauer,850000,bauerty01
Devin Shore,850000,shorede01
Matt Nieto,850000,nietoma01
Malcolm Subban,850000,subbama01
Kole Lind,850000,lindko01
Taro Hirose,850000,hirosta01
Filip Cederqvist,850000,cederfi01
Nick Abruzzese,850000,abruzni01
Calvin De Haan,850000,deca01
Zach Bogosian,850000,bogosza01
Tyson Kozak,850000,kozakty01
Isaiah Saville,849667,savilis01
Marc-Andre Gaudet,849167,gaudema01
Lucas Ciona,849167,cionalu01
Gianni Fairbrother,848333,fairbgi01
Adam Raska,848333,raskaad01
Tyson Hinds,848333,hindsty01
Jean-Luc Foudy,847500,foudyje01
Helge Grans,847500,granshe01
Nolan Allan,847500,allanno01
Daniil Chayka,847500,chaykda01
Samuel Knazko,847500,knazksa01
Zack Ostapchuk,847500,ostapza01
Stanislav Svozil,847500,svozist01
Justin Sourdif,847500,sourdju01
Sasha Pastujov,847500,pastusa01
Colton Dach,847500,dachco01
Antonio Stranges,846667,stranan01
Rory Kerins,846667,kerinro01
Maximus Wanner,846667,wannema01
Jakub Brabenec,846667,brabeja01
Karel Plasek,846667,plaseka01
Ryan Winterton,846667,wintery01
Mikko Kokkonen,846667,kokkomi01
Adam Edström,846667,edstrad01
Pavel Novak,846667,novakpa01
Vadim Zherenko,846667,zhereva01
Arvid Holm,845833,holmar01
Lukas Klok,845000,kloklu01
Vincent Iorio,845000,ioriovi01
Raivis Ansons,844167,ansonra01
Jacob Melanson,843333,melanja01
Garin Bjorklund,843333,bjorkga01
Dennis Hildeby,843333,hildede01
Josiah Slavin,842500,slavijo01
Scott Reedy,842500,reedysc01
Jacob Peterson,842500,peterja01
Valtteri Puustinen,842500,puustva01
Colin Swoyer,842500,swoyeco01
Noah Philp,842500,philpno01
Pontus Andreasson,842500,andrepo01
Taylor Ward,842500,wardta01
Anton Levtchi,842500,levtcan01
Nathan Clurman,842500,clurmna01
Pyotr Kochetkov,842500,kochepy01
David Hrenak,842500,hrenada01
Grant Mismash,842500,mismagr01
Cole Koepke,842500,koepkco01
Adam Wilsby,842500,wilsbad01
Aarne Talvitie,842500,talviaa01
Linus Weissbach,842500,weissli01
Samuel Bolduc,842500,boldusa01
Jordan Harris,842500,harrijo01
Jakub Pour,842500,pourja01
Jasper Weatherby,842500,weathja01
Nick Perbix,842500,perbini01
Strauss Mann,842500,mannst01
Markus Nurmi,842500,nurmima01
Jaydon Dureau,841667,dureaja01
Francesco Arcuri,841667,arcurfr01
Will Cranley,841667,cranlwi01
Zach Aston-Reese,840630,astonza01
Michael DiPietro,840000,dipiemi01
Jamieson Rees,839167,reesja01
Max Ellis,838750,ellisma01
Axel Rindell,838750,rindeax01
Amir Miftakhov,838333,miftaam01
Cameron Hillis,838333,hillica01
Angus Crookshank,838333,crookan01
Cooper Zech,837500,zechco01
Curtis Douglas,837500,douglcu01
Ukko-Pekka Luukkonen,837500,luukkuk01
Olle Lycksell,837500,lycksol01
Ilya Nikolayev,836667,nikolil01
Kai Schwindt,836667,schwika01
Aatu Räty,836667,rätyaa01
Artem Grushnikov,836667,grushar01
Logan Stankoven,836667,stanklo01
Anttoni Honka,836667,honkaan01
Rémi Poirier,836667,poiriré01
Mitchell Russell,836667,russemi01
Ozzy Wiesblatt,835833,wiesboz01
Jake Neighbours,835833,neighja01
Kevin Mandolese,835000,mandoke01
Dmitri Ovchinnikov,835000,ovchidm01
Nick Cicek,835000,cicekni01
Alex Steeves,834167,steeval01
Pavel Gogolev,834167,gogolpa01
Adam Klapka,832500,klapkad01
Seth Barton,832500,bartose01
Jorian Donovan,831667,donovjo01
Lukas Rousek,830000,rouselu01
Viktor Lodin,830000,lodinvi01
Lucas Condotta,830000,condolu01
Yauheni Aksiantsiuk,828333,aksiaya01
Eemil Viro,828333,viroee01
Ilya Solovyov,828333,solovil01
Will Cuylle,828333,cuyllwi01
Roman Schmidt,828333,schmiro01
Daemon Hunt,828333,huntda01
Trent Miner,828333,minertr01
Donovan Sebrango,828333,sebrado01
Samuel Helenius,828333,helensa01
Reece Newkirk,828333,newkire01
Arber Xhekaj,828333,xhekaar01
Jan Mysak,828333,mysakja01
Daniil Gushchin,828333,gushcda01
Aleksi Heimosalmi,828333,heimoal01
Dylan Garand,828333,garandy01
Jack Thompson,828333,thompja01
Ville Koivunen,828333,koivuvi01
Walker Duehr,827500,duehrwa01
Pontus Holmberg,827500,holmbpo01
Alexander Pashin,826667,pashial01
Tanner Dickinson,826667,dickita01
Hunter Jones,825833,joneshu01
Sam Steel,825000,steelsa01
Mason Primeau,825000,primema01
Rafaël Harvey-Pinard,825000,harvera01
Karson Kuhlman,825000,kuhlmka01
Dakota Joshua,825000,joshuda01
Ole Julian Bjørgvik Holm,825000,juliaol01
Elliot Desnoyers,825000,desnoel01
Pheonix Copley,825000,copleph01
Sebastian Aho,825000,ahose02
Pierre-Olivier Joseph,825000,joseppi01
Jon-Randall Avon,825000,avonjo01
Brandon Bussi,825000,bussibr01
Gabriel Vilardi,825000,vilarga01
Nick Blankenburg,825000,blankni01
Nathan Bastian,825000,bastina01
Kai Wissmann,825000,wissmka01
Rasmus Asplund,825000,asplura01
Tyler Tullio,823333,tullity01
Tuukka Tieksola,823333,tiekstu01
Jérémie Poirier,823333,poirijé01
Matvei Petrov,823333,petroma01
Benoit-Olivier Groulx,822500,groulbe01
Lukas Dostal,822500,dostalu01
Carson Focht,821667,fochtca01
Philippe Daoust,821667,daousph01
Mark Kastelic,821667,kastema01
Braeden Kressler,821111,kressbr01
Wyatte Wylie,820833,wyliewy01
Jordan Spence,820000,spencjo01
Albert Johansson,820000,johanal01
Gage Goncalves,820000,goncaga01
Michal Teplý,820000,teplými01
Leevi Meriläinen,820000,merille01
Jack Matier,820000,matieja01
Martin Chromiak,820000,chromma01
Matthew Rempe,820000,rempema01
Jacob Ingham,818333,inghaja01
Victor Berglund,818333,berglvi01
Egor Sokolov,818333,sokoleg01
Mason Millman,818333,millmma01
Damien Giroux,818333,girouda01
William Villeneuve,817778,villewi01
Ty Voit,817778,voitty01
Milos Kelemen,817500,kelemmi01
Keith Petruzzelli,817500,petruke01
Arshdeep Bains,816667,bainsar01
Nikita Alexandrov,816667,alexani01
Declan Chisholm,815000,chishde01
Isaac Ratcliffe,813750,ratclis01
Maxence Guénette,813333,guénema01
Dmitri Semykin,813333,semykdm01
Timur Ibragimov,813333,ibragti01
Liam Kirk,813333,kirkli01
Ben McCartney,813333,mccarbe01
Connor Corcoran,813333,corcoco01
Dustin Wolf,813333,wolfdu01
Cole Reinhardt,813333,reinhco01
Patrick Giles,812500,gilespa01
Alexander Khovanov,811667,khovaal01
Filip Král,810000,králfi01
Ronan Seeley,810000,seelero01
Maxim Marushev,810000,marusma01
Tomas Vomacka,810000,vomacto01
Gage Alexander,810000,alexaga01
Mikhail Abramov,809444,abrammi01
Kody Clark,808333,clarkko01
Tyler Tucker,808333,tuckety01
Dmitri Kuzmin,807778,kuzmidm01
Anson Thornton,807778,thornan01
James Hamblin,807500,hamblja01
Zackary Hayes,805000,hayesza01
Riley Damiani,803333,damiari01
Ryan McGregor,803333,mcgrery01
Blade Jenkins,803333,jenkibl01
Wyatt Bongiovanni,802500,bongiwy01
Mikhail Maltsev,800000,maltsmi01
Wyatt Newpower,800000,newpowy01
Tanner Jeannot,800000,jeannta01
Ryan Lomberg,800000,lombery01
Lukas Sedlak,800000,sedlalu01
Lucas Carlsson,800000,carlslu01
Chad Ruhwedel,800000,ruhwech01
Oskar Steen,800000,steenos01
Samuel Asselin,800000,asselsa01
Trevor Lewis,800000,lewistr01
Mackenzie Entwistle,800000,entwima01
Joe Snively,800000,snivejo01
Robin Salo,800000,saloro01
Jiri Patera,800000,paterji01
Julien Gauthier,800000,gauthju01
Libor Hájek,800000,hájekli01
Morgan Frost,800000,frostmo01
Connor Dewar,800000,dewarco01
Hayden Hodgson,800000,hodgsha01
Reese Johnson,800000,johnsre01
Mark Giordano,800000,giordma01
Collin Adams,800000,adamsco01
Robert Hägg,800000,häggro01
Mike Hardman,800000,hardmmi01
Otto Koivula,800000,koivuot01
Brady Lyle,800000,lylebr01
Erik Gustafsson,800000,gustaer01
Chase Priskie,800000,priskch01
Nolan Lalonde,798333,lalonno01
Ryan McLeod,798000,mcleory01
Tristen Robins,797500,robintr01
Zayde Wisdom,797500,wisdoza01
Luke Evangelista,797500,evanglu01
Matthew Robertson,797500,roberma01
Jack Finley,797500,finleja01
Nicholas Robertson,796667,roberni01
Joel Hofer,795000,hoferjo01
Olivier Rodrigue,795000,rodriol01
Jan Jeník,795000,jeníkja01
Vasili Ponomarev,795000,ponomva01
Kevin Bahl,795000,bahlke01
Akil Thomas,795000,thomaak01
Calen Addison,795000,addisca01
Samuel Fagemo,795000,fagemsa01
Lukas Cormier,793333,cormilu01
Hunter Drew,793333,drewhu01
Maxim Golod,793333,golodma01
Luke Prokop,793333,prokolu01
Gabriel Fortier,791667,fortiga01
Blake Murray,791667,murrabl01
Martin Fehérváry,791667,fehérma01
Luke Henman,791667,henmalu01
Dillon Hamaliuk,789167,hamaldi01
Nathan Légaré,789167,légarna01
Artemi Kniazev,789167,kniazar01
Kaedan Korczak,789167,korczka01
Nikita Okhotiuk,789167,okhotni01
Aliaksei Protas,789167,protaal01
Vladislav Kolyachonok,789167,kolyavl01
Egor Afanasyev,789167,afanaeg01
Jonathan Gruden,788333,grudejo01
Filip Gustavsson,787500,gustafi01
Devin Cooley,787500,coolede01
Andrew Peeke,787500,peekean01
Matt Filipe,787500,filipma01
Matt Villalta,787500,villama01
T.J. Tynan,787500,tynant.01
Zacharie Émond,786667,émondza01
Aidan Dudas,786667,dudasai01
Philip Kemp,786667,kempph01
Mathias Laferrière,786667,laferma01
Arturs Silovs,786111,silovar01
Wade Allison,785000,alliswa01
Marcus Kallionkieli,784722,kallima01
David Tendeck,783333,tendeda01
Dawson Barteaux,783333,barteda01
Alex Limoges,780000,limogal01
Navrin Mutter,776667,muttena01
Dustin Tokarski,775000,tokardu01
Aaron Dell,775000,dellaa01
Brett Leason,775000,leasobr01
Liam O'Brien,775000,o'brili01
Louis Domingue,775000,dominlo01
Kristian Reichel,775000,reichkr01
Nick Seeler,775000,seeleni01
Andrew Agozzino,775000,agozzan01
David Gustafsson,775000,gustada01
Grant Hutton,775000,huttogr01
Dmitri Samorukov,775000,samordm01
Felix Sandström,775000,sandsfe01
C.J. Suess,775000,suessc.01
Jackson Cates,775000,catesja01
Axel Andersson,772500,anderax01
Pierre-Cédric Labrie,770800,labripi01
Jonathan Aspirot,768333,aspirjo01
Logan Thompson,766667,thomplo01
Joseph Woll,766667,wolljo01
Johnathan Kovacevic,766667,kovacjo01
Jake Leschyshyn,766667,leschja01
Semyon Der-Arguchintsev,766667,der-ase01
Jonas Røndbjerg,766667,røndbjo01
Jakub Skarek,764167,skareja01
Jared McIsaac,764167,mcisaja01
Jakub Lauko,764167,laukoja01
Filip Hållander,764167,hållafi01
Riley Sutter,764167,sutteri01
Matej Pekar,764167,pekarma01
Bode Wilde,764167,wildebo01
Brendan Gaunce,762500,gauncbr01
Sheldon Dries,762500,driessh01
Jacob MacDonald,762500,macdoja01
Dennis Gilbert,762500,gilbede01
Nicolas Petan,762500,petanni01
Cooper Marody,762500,marodco01
Spencer Smallman,762500,smallsp01
Kevin Gravel,762500,graveke01
Dennis Cholowski,762500,cholode01
Darren Raddysh,762500,raddyda01
Lucas Johansen,762500,johanlu01
Daniel Renouf,762500,renouda01
Adam Brooks,762500,brookad01
Kyle Capobianco,762500,capobky01
Jack Studnicka,762500,studnja01
Arnaud Durandeau,762500,duranar01
Adam Ruzicka,762500,ruzicad01
Dryden Hunt,762500,huntdr01
Calle Rosén,762500,rosénca01
Beck Malenstyn,762500,malenbe01
Calvin Pickard,762500,pickaca01
Glenn Gawdin,762500,gawdigl01
Turner Elson,762500,elsontu01
Paul LaDue,762500,laduepa01
Jalen Chatfield,762500,chatfja01
Billy Sweezey,762500,sweezbi01
Spencer Martin,762500,martisp01
Bobby McMann,762500,mcmanbo01
Max McCormick,762500,mccorma01
Brad Malone,762500,malonbr01
Daniil Miromanov,762500,miromda01
Stefan Noesen,762500,noesest01
AJ Greer,762500,greeraj01
Will Bitten,762500,bittewi01
Nick DeSimone,762500,desimni01
Haydn Fleury,762500,fleurha01
Colton White,762500,whiteco02
Cameron Hughes,762500,hugheca01
Tanner Laczynski,762500,laczyta01
Brady Keeper,762500,keepebr01
Dylan Coghlan,762500,coghldy01
Jonny Brodzinski,762500,brodzjo01
Jaycob Megna,762500,megnaja01
Chris Wideman,762500,widemch01
Xavier Ouellet,762500,ouellxa01
Sheldon Rempal,762500,rempash01
Chase De Leo,762500,dech01
Michael Amadio,762500,amadimi01
Kyle Clifford,762500,cliffky01
Matthew Peca,762500,pecama01
Dillon Heatherington,762500,heathdi01
Andy Andreoff,762500,andrean01
Greg McKegg,762500,mckeggr01
Austin Czarnik,762500,czarnau01
Tyler Wotherspoon,762500,wothety01
Jean-Sébastien Dea,762500,deaje01
Vincent Desharnais,762500,deshavi01
Jacob Moverare,762500,moverja01
Ken Appleby,762500,appleke01
Andrew Poturalski,762500,poturan01
Byron Froese,762500,froesby01
Jordan Gross,762500,grossjo01
Brad Hunt,762500,huntbr01
Jeff Malott,762500,malotje01
Tyce Thompson,762500,thompty01
Parker Kelly,762500,kellypa01
Seth Griffith,762500,griffse01
Markus Niemeläinen,762500,niemema01
Taylor Fedun,762500,fedunta01
Liam Foudy,762500,foudyli01
Matt Kiersted,762500,kiersma01
Brandon Biro,762500,birobr01
Steven Fogarty,762500,fogarst01
Kevin Connauton,762500,connake01
Roland McKeown,762500,mckeoro01
Paul Cotter,760000,cottepa01
Taylor Raddysh,758333,raddyta01
Boris Katchouk,758333,katchbo01
Jet Greaves,758333,greavje01
Alex Barré-Boulet,758333,barréal01
Yegor Zamula,756667,zamulye01
Daniel Walcott,750000,walcoda01
Jayson Megna,750000,megnaja02
Dominic Toninato,750000,tonindo01
Gemel Smith,750000,smithge01
Lane Pederson,750000,pederla01
Hunter Shepard,750000,shepahu01
Mathieu Olivier,750000,olivima01
Jerad Rosburg,750000,rosbuje01
Ryan Poehling,750000,poehlry01
Drew O'Connor,750000,o'condr01
Joseph Cecconi,750000,ceccojo01
Noah Juulsen,750000,juulsno01
Kyle Keyser,750000,keyseky01
Marian Studenic,750000,studema01
Marc Staal,750000,staalma01
Andrej Sustr,750000,sustran01
Jesper Frödén,750000,frödéje01
Kevin Stenlund,750000,stenlke01
Michael Hutchinson,750000,hutchmi01
Josh Jacobs,750000,jacobjo01
Austin Poganski,750000,poganau01
Mark Jankowski,750000,jankoma01
Christian Wolanin,750000,wolanch01
Lawrence Pilut,750000,pilutla01
John Leonard,750000,leonajo01
Saku Maenalanen,750000,maenasa01
Jayce Hawryluk,750000,hawryja01
Shane Bowers,750000,bowersh01
Cale Fleury,750000,fleurca01
Alex Galchenyuk,750000,galchal01
Daniel Vladar,750000,vladada01
Bobby Nardella,750000,nardebo01
Nathan Walker,750000,walkena01
Justin Dowling,750000,dowliju01
Luke Witkowski,750000,witkolu01
Casey Fitzgerald,750000,fitzgca01
Logan Brown,750000,brownlo01
Ronald Knot,750000,knotro01
Sean Day,750000,dayse01
Sean Malone,750000,malonse01
William Lockwood,750000,lockwwi01
Alexander Edler,750000,edleral01
Vinni Lettieri,750000,lettivi01
Oscar Dansk,750000,danskos01
Clark Bishop,750000,bishocl01
Bokondji Imama,750000,imamabo01
Denis Malgin,750000,malgide01
Josh Leivo,750000,leivojo01
Cole Smith,750000,smithco01
Jordie Benn,750000,bennjo01
Gerald Mayhew,750000,mayhege01
Chris Tierney,750000,tiernch01
Gabriel Carlsson,750000,carlsga01
Tim Gettinger,750000,gettiti01
Michal Kempný,750000,kempnmi01
Nathan Todd,750000,toddna01
Brayden Pachal,750000,pachabr01
Anton Blidh,750000,blidhan01
Fabian Zetterlund,750000,zettefa01
Sam Gagner,750000,gagnesa01
Cory Schneider,750000,schneco01
Eric Staal,750000,staaler01
Justin Richards,750000,richaju01
Joel Hanley,750000,hanlejo01
Garrett Pilon,750000,pilonga01
Radim Zohorna,750000,zohorra01
Alexey Toropchenko,750000,toropal01
Michael Vecchione,750000,vecchmi01
Gustav Rydahl,750000,rydahgu01
Joona Luoto,750000,luotojo01
Ryan Shea,750000,sheary01
Frédéric Allard,750000,allarfr01
Jeff Kubiak,750000,kubiaje01
Alex True,750000,trueal01
Jonas Johansson,750000,johanjo01
Connor Carrick,750000,carrico01
Anthony Richard,750000,richaan01
Andy Welinski,750000,welinan01
Riley Barber,750000,barberi01
Sakari Manninen,750000,mannisa01
Dylan McLaughlin,750000,mclaudy01
Victor Mete,750000,metevi01
Thomas Novak,750000,novakth01
Simon Benoit,750000,benoisi01
William Lagesson,750000,lageswi01
Henry Bowlby,750000,bowlbhe01
Hudson Fasching,750000,faschhu01
Ryan Murray,750000,murrary01
Brett Ritchie,750000,ritchbr01
Jimmy Vesey,750000,veseyji01
Tyler Pitlick,750000,pitlity01
Justin Bailey,750000,baileju01
Joey Daccord,750000,daccojo01
Axel Jonsson-Fjällby,750000,jonssax01
Michael Sgarbossa,750000,sgarbmi01
Michael McCarron,750000,mccarmi01
Robbie Russo,750000,russoro01
Buddy Robinson,750000,robinbu01
Zac Dalpe,750000,dalpeza01
Stuart Skinner,750000,skinnst01
Mason Shaw,750000,shawma01
Givani Smith,750000,smithgi01
Fredrik Olofsson,750000,olofsfr01
Joona Koppanen,750000,koppajo01
Otto Leskinen,750000,leskiot01
Simon Ryfors,750000,ryforsi01
Maxime Lagacé,750000,lagacma01
Adam Gaudette,750000,gaudead01
Laurent Dauphin,750000,dauphla01
Kale Clague,750000,claguka01
Keith Kinkaid,750000,kinkake01
Jacob Lucchini,750000,lucchja01
Troy Grosenick,750000,grosetr01
Collin Delia,750000,deliaco01
Ryan Carpenter,750000,carpery01
Justin Kirkland,750000,kirklju01
Anthony Angello,750000,angelan01
Scott Perunovich,750000,perunsc01
Rourke Chartier,750000,chartro01
Mitchell Chaffee,750000,chaffmi01
Trey Fix-Wolansky,750000,fix-wtr01
Trevor Carrick,750000,carritr01
Benjamin Gleason,750000,gleasbe01
Tyler Benson,750000,bensoty01
Evgeny Svechnikov,750000,svechev01
Parker Wotherspoon,750000,wothepa01
Ben Harpur,750000,harpube01
Max Willman,750000,willmma01
Dakota Mermis,750000,mermida01
Kyle Burroughs,750000,burroky01
Joseph Gambardella,750000,gambajo01
Connor Bunnaman,750000,bunnaco01
Mac Hollowell,750000,holloma01
Nicholas Caamano,750000,caamani01
Riley Tufte,750000,tufteri01
Carson Meyer,750000,meyerca01
Corey Schueneman,750000,schueco01
Cam Dineen,750000,dineeca01
Charles Hudon,750000,hudonch01
Brett Seney,750000,seneybr01
Kristians Rubins,750000,anderjo02
Alex Lyon,750000,lyonal01
Louis Belpedio,750000,belpelo01
Brian Pinho,750000,pinhobr01
Dylan Sikura,750000,sikurdy01
Jacob Larsson,750000,larssja01
Matt Irwin,750000,irwinma01
John Hayden,750000,haydejo01
Mason Geertsen,750000,geertma01
Malte Stromwall,750000,stromma01
Nick Swaney,750000,swaneni01
Austin Rueschhoff,750000,ruescau01
Keaton Middleton,750000,middlke01
Olli Juolevi,750000,juoleol01
Leon Gawanke,750000,gawanle01
Maxime Lajoie,750000,lajoima01
Philipp Kurashev,750000,kurasph01
Derick Brassard,750000,brassde01
Christopher Gibson,750000,gibsoch01
Joey Anderson,750000,anderjo01
Tanner Kero,750000,kerota01
Jeffrey Viel,750000,vielje01
Rhett Gardner,750000,gardnrh01
Joseph Cramarossa,750000,cramajo01
Kyle Criscuolo,750000,criscky01
Matt Tennyson,750000,tennyma01
Brandon Duhaime,750000,duhaibr01
Josh Mahura,750000,mahurjo01
Cole Bardreau,750000,bardrco01
Zach Parise,750000,parisza01
Max Veronneau,750000,veronma01
Steven Kampfer,750000,kampfst01
Alex Petrovic,750000,petroal01
Fredrik Karlström,750000,karlsfr01
Victor Brattström,750000,brattvi01
Aleksi Heponiemi,750000,heponal01
Lias Andersson,750000,anderli01
Zane McIntyre,750000,mcintza01
Nathan Schnarr,750000,schnana01
Wyatt Kalynuk,750000,kalynwy01
Tobie Paquette-Bisson,750000,paqueto01
Luke Philp,750000,philplu01
Jeremy Davies,750000,davieje01
Phillip Di Giuseppe,750000,diph01
Drake Caggiula,750000,caggidr01
Rūdolfs Balcers,750000,balcerū01
Michael Carcone,750000,carcomi01
Carl Dahlström,750000,dahlsca01
Linus Sandin,750000,sandili01
Jussi Olkinuora,750000,olkinju01
John Stevens,750000,stevejo01
Gustav Olofsson,750000,olofsgu01
Michael Pezzetta,750000,pezzemi01
Jimmy Huntington,750000,huntiji01
Joël Teasdale,750000,teasdjo01
Madison Bowey,750000,boweyma01
Anthony Bitetto,750000,bitetan01
Magnus Hellberg,750000,hellbma01
Antoine Bibeau,750000,bibeaan01
Henrik Borgström,750000,borgshe01
Ashton Sautner,750000,sautnas01
Mackenzie MacEachern,750000,maceama01
Jaret Anderson-Dolan,750000,anderja01
Stelio Mattheos,750000,matthst01
Klim Kostin,750000,kostikl01
C.J. Smith,750000,smithc.01
Linus Högberg,750000,högbeli01
Scott Harrington,750000,harrisc01
Derek Stepan,750000,stepade01
Matt Murray,750000,murrama02
Zachary Fucale,750000,fucalza01
Steven Santini,750000,santist01
Cavan Fitzgerald,750000,fitzgca02
Joe Hicketts,750000,hickejo01
Dylan McIlrath,750000,mcilrdy01
Gavin Bayreuther,750000,bayrega01
Danny O'Regan,750000,o'regda01
Ivan Prosvetov,750000,prosviv01
Guillaume Brisebois,750000,brisegu01
Nick Wolff,750000,wolffni01
Alexander Nylander,750000,nylanal01
Hugh McGing,750000,mcginhu01
Alex Belzile,750000,belzial01
Alex Stalock,750000,staloal01
Brandon Baddock,750000,baddobr01
Brogan Rafferty,750000,raffebr01
Matt Luff,750000,luffma01
Jon Gillies,750000,gillijo01
Jack Dugan,750000,duganja01
Zach Sawchenko,750000,sawchza01
Kiefer Sherwood,750000,sherwki01
Martin Frk,750000,frkma01
Benjamin Jones,750000,jonesbe01
Brett Murray,750000,murrabr01
Callahan Burke,750000,burkeca01
Will Butcher,750000,butchwi01
Matthew Phillips,750000,phillma01
Ryan Dzingel,750000,dzingry01
Martin Pospisil,750000,pospima01
Jonah Gadjovich,750000,gadjojo01
