Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
712,Adam Pelech,27,NYI,D,78,3,25,28,20,42,6.7,3,0,0,0,23,0,2,104,2.9,1660,2117,128,99,0,0,,pelecad01
713,Cole Perfetti,20,WPG,C,18,2,5,7,1,0,0.5,2,0,0,1,4,1,0,21,9.5,255,1409,2,17,0,3,0.0,perfeco01
714,Brendan Perlini,25,EDM,LW,23,4,1,5,-2,6,0.4,4,0,0,0,1,0,0,24,16.7,193,822,3,29,0,1,0.0,perlibr01
715,Jacob Perreault,19,ANA,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,11,1105,1,0,0,0,,perreja01
716,Mathieu Perreault,34,MTL,C,25,4,5,9,2,4,0.9,4,0,0,0,4,1,0,27,14.8,281,1115,11,35,36,35,50.7,perrema01
717,David Perron,33,STL,LW,67,27,30,57,8,48,6.2,16,11,0,2,15,15,0,177,15.3,1138,1659,11,80,1,3,25.0,perroda01
718,Corey Perry,36,TBL,RW,82,19,21,40,9,66,4.1,13,6,0,4,19,2,0,153,12.4,1109,1331,28,73,2,2,50.0,perryco01
719,Scott Perunovich,23,STL,D,19,0,6,6,2,8,0.9,0,0,0,0,3,3,0,14,0.0,294,1527,12,5,0,0,,perunsc01
720,Brett Pesce,27,CAR,D,70,7,21,28,5,39,5.3,6,1,0,3,19,2,0,148,4.7,1519,2142,99,39,0,0,,pescebr01
721,Nic Petan,26,VAN,C,18,0,2,2,-2,4,-0.2,0,0,0,0,1,1,0,21,0.0,185,1017,3,6,14,32,30.4,petanni01
722,John-Jason Peterka,20,BUF,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,32,1608,2,1,0,0,,peterjo01
723,Jacob Peterson,22,DAL,C,65,12,5,17,-1,12,1.7,12,0,0,5,4,1,0,85,14.1,719,1104,23,22,59,56,51.3,peterja01
724,Jeff Petry,34,MTL,D,68,6,21,27,-11,36,3.6,6,0,0,1,17,3,1,124,4.8,1504,2207,117,140,0,0,,petryje01
725,Elias Pettersson,23,VAN,C,80,32,36,68,1,12,7.4,20,10,2,3,19,17,0,192,16.7,1488,1836,43,49,238,302,44.1,petteel01
726,Marcus Pettersson,25,PIT,D,72,2,17,19,8,38,3.6,2,0,0,0,17,0,0,83,2.4,1127,1539,74,122,0,0,,pettema01
727,Michael Pezzetta,23,MTL,C,51,5,6,11,-7,81,0.7,5,0,0,0,6,0,0,49,10.2,400,750,8,156,6,5,54.5,pezzemi01
728,Isaak Phillips,20,CHI,D,4,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,4,0.0,49,1220,1,3,0,0,,phillis01
729,Alex Pietrangelo,32,VEG,D,80,13,31,44,7,42,7.5,9,3,1,0,18,10,3,227,5.7,1972,2439,164,66,0,0,,pietral01
730,Garrett Pilon,23,WSH,C,2,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100.0,19,925,0,2,8,10,44.4,pilonga01
731,Shane Pinto,21,OTT,C,5,0,1,1,0,2,0.0,0,0,0,0,0,1,0,5,0.0,65,1257,1,0,17,35,32.7,pintosh01
732,Neal Pionk,26,WPG,D,77,3,31,34,5,46,5.2,2,1,0,1,20,11,0,140,2.1,1628,2108,91,185,0,0,,pionkne01
733,Rem Pitlick,24,TOT,C,66,15,22,37,-8,24,3.1,14,0,1,1,21,1,0,65,23.1,989,1459,28,25,53,65,44.9,pitlire01
734,Tyler Pitlick,30,TOT,C,39,1,4,5,-11,6,-0.6,1,0,0,0,4,0,0,36,2.8,427,1056,26,70,4,6,40.0,pitlity01
735,Vasily Podkolzin,20,VAN,RW,79,14,12,26,7,26,2.5,12,2,0,3,11,1,0,115,12.2,1011,1248,33,84,8,11,42.1,podkova01
736,Ryan Poehling,23,MTL,C,57,9,8,17,-21,6,0.6,7,2,0,1,8,0,0,91,9.9,695,1212,28,40,227,262,46.4,poehlry01
737,Austin Poganski,25,WPG,RW,16,0,0,0,-3,7,-0.4,0,0,0,0,0,0,0,9,0.0,149,919,5,23,0,0,,poganau01
738,Brayden Point,25,TBL,C,66,28,30,58,-5,33,5.8,18,10,0,4,18,12,0,176,15.9,1284,1928,27,75,366,351,51.0,pointbr01
739,Tucker Poolman,28,VAN,D,40,1,2,3,2,12,1.2,1,0,0,0,2,0,0,47,2.1,680,1700,73,33,0,0,,poolmtu01
740,Andrew Poturalski,28,CAR,C,2,0,2,2,-1,0,0.1,0,0,0,0,0,2,0,4,0.0,20,1009,1,0,3,4,42.9,poturan01
741,Derrick Pouliot,28,TOT,D,11,0,4,4,6,4,1.0,0,0,0,0,4,0,0,8,0.0,171,1530,14,10,0,0,,poulide01
742,Owen Power,19,BUF,D,8,2,1,3,3,2,0.9,2,0,0,0,1,0,0,10,20.0,177,2205,9,1,0,0,,powerow01
743,Chase Priskie,25,FLA,D,4,0,0,0,2,2,0.1,0,0,0,0,0,0,0,4,0.0,56,1400,3,3,0,0,,priskch01
744,Aliaksei Protas,21,WSH,C,33,3,6,9,4,0,0.7,3,0,0,0,5,1,0,34,8.8,391,1150,12,20,56,69,44.8,protaal01
745,Ivan Provorov,25,PHI,D,79,9,22,31,-20,34,4.4,8,1,0,1,14,6,2,170,5.3,1966,2453,172,74,0,0,,provoiv01
746,Ethan Prow,29,BUF,D,4,1,0,1,-1,0,0.2,1,0,0,0,0,0,0,2,50.0,51,1244,3,2,0,0,,prowet01
747,Jesse Puljujarvi,23,EDM,RW,65,14,22,36,22,20,3.7,10,4,0,1,19,3,0,160,8.8,1055,1614,15,81,0,0,,puljuje01
748,Ryan Pulock,27,NYI,D,56,5,16,21,0,2,4.1,3,2,0,0,11,4,1,122,4.1,1184,2108,130,86,0,0,,pulocry01
749,Valtteri Puustinen,22,PIT,RW,1,0,1,1,2,0,0.2,0,0,0,0,1,0,0,1,0.0,10,1014,0,1,0,0,,puustva01
750,Mark Pysyk,30,BUF,D,68,3,9,12,-4,16,2.6,3,0,0,0,9,0,0,64,4.7,1212,1749,85,41,0,0,,pysykma01
751,Jack Quinn,20,BUF,RW,2,1,1,2,0,0,0.3,0,1,0,0,1,0,0,6,16.7,30,1453,1,0,0,0,,quinnja01
752,Darren Raddysh,25,TBL,D,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,43,1040,6,4,0,0,,raddyda01
753,Taylor Raddysh,23,TOT,RW,74,11,11,22,1,10,1.7,7,3,1,1,10,1,0,104,10.6,913,1220,21,103,6,10,37.5,raddyta01
754,Alexander Radulov,35,DAL,RW,71,4,18,22,-20,30,0.3,3,1,0,2,11,7,0,92,4.3,1001,1406,48,43,10,12,45.5,radulal01
755,Michael Raffl,33,DAL,LW,76,7,9,16,-19,16,-0.1,6,0,1,2,7,0,2,94,7.4,1105,1432,34,141,14,12,53.8,rafflmi01
756,Rickard Rakell,28,TOT,RW,70,20,21,41,0,12,4.0,15,5,0,2,16,5,0,184,10.9,1259,1759,44,99,36,43,45.6,rakelri01
757,Sampo Ranta,21,COL,LW,10,0,0,0,-4,2,-0.4,0,0,0,0,0,0,0,9,0.0,109,1054,6,9,2,2,50.0,rantasa01
758,Mikko Rantanen,25,COL,RW,75,36,56,92,35,56,10.5,20,16,0,2,37,19,0,254,14.2,1574,2059,43,58,164,190,46.3,rantami01
759,Victor Rask,28,TOT,C,47,9,12,21,4,2,2.0,9,0,0,1,11,1,0,58,15.5,573,1212,5,15,89,87,50.6,raskvi01
760,Adam Raska,20,SJS,RW,5,0,0,0,1,7,0.0,0,0,0,0,0,0,0,2,0.0,40,803,0,15,0,0,,raskaad01
761,Michael Rasmussen,22,DET,C,80,15,12,27,-25,66,1.3,15,0,0,2,10,2,0,128,11.7,1161,1431,65,142,410,409,50.1,rasmumi01
762,Isaac Ratcliffe,22,PHI,LW,10,1,3,4,-1,10,0.3,1,0,0,0,1,2,0,14,7.1,107,1045,8,16,0,1,0.0,ratclis01
763,Jack Rathbone,22,VAN,D,9,0,0,0,-5,2,-0.2,0,0,0,0,0,0,0,10,0.0,124,1350,8,5,0,0,,rathbja01
764,Kyle Rau,29,MIN,C,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0.0,44,849,0,6,1,1,50.0,rauky01
765,Lucas Raymond,19,DET,LW,82,23,34,57,-32,16,4.2,18,5,0,2,21,13,0,184,12.5,1489,1809,24,62,12,19,38.7,raymolu01
766,Ryan Reaves,35,NYR,RW,69,5,8,13,-13,43,0.1,5,0,0,0,8,0,0,44,11.4,735,1039,16,279,5,5,50.0,reavery01
767,Scott Reedy,22,SJS,C,35,7,2,9,-8,10,0.8,4,3,0,2,2,0,0,33,21.2,392,1111,26,14,53,79,40.2,reedysc01
768,Alec Regula,21,CHI,D,15,1,0,1,-1,12,0.5,1,0,0,0,0,0,0,18,5.6,268,1753,21,21,0,0,,regulal01
769,Kristian Reichel,23,WPG,F,13,1,1,2,-2,7,0.0,1,0,0,0,1,0,0,18,5.6,135,1024,10,14,1,0,100.0,reichkr01
770,Lukas Reichel,19,CHI,LW,11,0,1,1,-8,0,-0.4,0,0,0,0,1,0,0,15,0.0,145,1312,3,0,16,30,34.8,reichlu01
771,Mike Reilly,28,BOS,D,70,4,13,17,-1,32,3.4,3,0,1,0,10,3,0,135,3.0,1327,1857,54,94,0,0,,reillmi01
772,Cole Reinhardt,21,OTT,LW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,9,835,0,2,0,0,,reinhco01
773,Sam Reinhart,26,FLA,C,78,33,49,82,25,13,9.0,17,16,0,6,32,15,2,186,17.7,1385,1746,30,49,174,185,48.5,reinhsa01
774,Sheldon Rempal,26,VAN,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,9,911,0,0,0,0,,rempash01
775,Dan Renouf,27,DET,D,4,0,0,0,-2,7,-0.1,0,0,0,0,0,0,0,3,0.0,56,1400,2,4,0,0,,renouda01
776,Brad Richardson,36,TOT,C,44,4,4,8,-1,35,0.4,4,0,0,1,4,0,0,31,12.9,453,1018,20,59,139,100,58.2,richabr02
777,Morgan Rielly,27,TOR,D,82,10,58,68,16,40,9.4,8,2,0,3,34,21,3,221,4.5,1947,2344,87,92,0,0,,riellmo01
778,Juuso Riikola,28,PIT,D,5,0,1,1,2,2,0.3,0,0,0,0,1,0,0,7,0.0,67,1323,2,13,0,0,,riikoju01
779,Rasmus Ristolainen,27,PHI,D,66,2,14,16,-9,38,2.5,2,0,0,0,13,1,0,97,2.1,1415,2126,125,230,0,0,,ristora01
780,Brett Ritchie,28,CGY,RW,41,3,1,4,-6,29,-0.3,3,0,0,0,1,0,0,55,5.5,399,943,5,78,1,3,25.0,ritchbr01
781,Nick Ritchie,26,TOT,LW,57,12,11,23,-13,43,1.6,11,1,0,0,8,3,0,93,12.9,724,1242,22,153,0,4,0.0,ritchni01
782,Jason Robertson,22,DAL,LW,74,41,38,79,16,22,10.1,28,13,0,11,30,8,0,220,18.6,1340,1807,24,50,0,0,,roberja01
783,Nicholas Robertson,20,TOR,LW,10,1,0,1,-4,4,-0.1,1,0,0,0,0,0,0,14,7.1,103,1016,2,10,0,0,,roberni01
784,Buddy Robinson,30,ANA,RW,32,1,5,6,2,19,0.3,1,0,0,0,5,0,0,38,2.6,296,915,12,56,0,6,0.0,robinbu01
785,Eric Robinson,26,CBJ,LW,67,10,17,27,-1,18,1.9,8,0,2,1,17,0,0,104,9.6,931,1354,20,95,2,2,50.0,robiner01
786,Evan Rodrigues,28,PIT,C,82,19,24,43,3,14,3.9,12,7,0,2,23,1,0,243,7.8,1299,1550,30,89,183,203,47.4,rodriev01
787,Alexander Romanov,22,MTL,D,79,3,10,13,-9,53,2.1,3,0,0,0,10,0,0,107,2.8,1611,2024,144,227,0,0,,romanal01
788,Kevin Rooney,28,NYR,C,61,6,6,12,-1,18,0.4,6,0,0,1,6,0,0,71,8.5,845,1351,47,84,181,223,44.8,rooneke01
789,Calle Rosen,27,STL,D,18,2,5,7,-2,4,0.8,2,0,0,0,5,0,0,18,11.1,258,1420,16,6,0,0,,rosenca01
790,Jack Roslovic,25,CBJ,C,81,22,23,45,2,12,4.5,18,4,0,4,20,3,0,131,16.8,1157,1417,25,60,372,483,43.5,rosloja01
791,Marco Rossi,20,MIN,C,2,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,5,0.0,31,1535,1,1,7,15,31.8,rossima01
792,Antoine Roussel,32,ARI,LW,53,4,4,8,-16,59,-0.5,4,0,0,1,4,0,0,59,6.8,644,1209,34,74,17,22,43.6,roussan01
793,Carter Rowney,32,DET,RW,26,4,2,6,-4,0,0.4,4,0,0,0,1,0,1,15,26.7,277,1040,20,36,74,91,44.8,rowneca01
794,Matt Roy,26,LAK,D,67,2,19,21,23,28,5.4,2,0,0,0,15,2,2,153,1.3,1406,2059,103,124,0,0,,royma04
795,Nicolas Roy,24,VEG,C,78,15,24,39,12,51,3.5,13,2,0,3,20,3,1,145,10.3,1268,1615,34,85,454,477,48.8,royni01
796,Kristians Rubins,24,TOR,D,3,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,5,0.0,35,1145,2,12,0,0,,rubinkr01
797,Chad Ruhwedel,31,PIT,D,78,4,9,13,2,14,2.8,4,0,0,0,9,0,0,82,4.9,1196,1520,86,149,0,0,,ruhwech01
798,Arttu Ruotsalainen,24,BUF,F,18,2,2,4,-1,6,0.2,2,0,0,0,2,0,0,23,8.7,214,1153,6,14,51,69,42.5,ruotsar01
799,Kris Russell,34,EDM,D,31,2,7,9,7,4,1.9,2,0,0,1,7,0,0,34,5.9,479,1526,68,33,0,0,,russekr01
800,Bryan Rust,29,PIT,RW,60,24,34,58,7,14,6.2,15,9,0,1,22,12,0,180,13.3,1126,1846,24,43,1,5,16.7,rustbr01
801,Jan Rutta,31,TBL,D,76,3,15,18,25,47,4.8,3,0,0,0,15,0,0,86,3.5,1245,1623,71,93,0,0,,ruttaja02
802,Adam Ruzicka,22,CGY,C,28,5,5,10,8,8,1.2,5,0,0,0,5,0,0,33,15.2,286,1013,8,24,103,120,46.2,ruzicad01
803,Derek Ryan,35,EDM,C,75,10,12,22,-4,8,1.4,10,0,0,2,11,0,1,72,13.9,857,1126,38,38,286,226,55.9,ryande01
804,Jonas Røndbjerg,22,VEG,RW,30,2,4,6,0,4,0.3,2,0,0,0,4,0,0,30,6.7,300,1001,11,13,0,2,0.0,rondbjo01
805,Brandon Saad,29,STL,LW,78,24,25,49,11,10,5.0,15,8,1,1,18,5,2,158,15.2,1269,1616,20,20,8,11,42.1,saadbr01
806,Scott Sabourin,29,OTT,F,7,0,2,2,-2,11,0.0,0,0,0,0,2,0,0,4,0.0,53,736,4,14,1,0,100.0,sabousc01
807,Robin Salo,23,NYI,D,21,1,4,5,-6,4,0.6,1,0,0,0,2,2,0,24,4.2,351,1641,23,7,0,0,,saloro01
808,Dylan Samberg,23,WPG,D,15,0,5,5,3,4,0.9,0,0,0,0,5,0,0,14,0.0,223,1451,19,21,0,0,,sambedy01
809,Dmitri Samorukov,22,EDM,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,2,228,0,0,0,0,,samordm01
810,Mattias Samuelsson,21,BUF,D,42,0,10,10,-10,16,1.2,0,0,0,0,10,0,0,44,0.0,840,2000,60,100,0,0,,samuema02
811,Linus Sandin,25,PHI,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,7,659,2,0,0,0,,sandili01
812,Rasmus Sandin,21,TOR,D,51,5,11,16,9,4,3.0,5,0,0,3,8,3,0,46,10.9,865,1658,39,88,0,0,,sandira01
813,Zach Sanford,27,TOT,LW,80,9,12,21,-15,50,0.7,8,1,0,0,10,2,0,104,8.7,1144,1418,67,169,5,17,22.7,sanfoza01
814,Travis Sanheim,25,PHI,D,80,7,24,31,9,34,6.2,7,0,0,1,24,0,0,123,5.7,1838,2258,142,64,0,0,,sanhetr01
815,David Savard,31,MTL,D,62,3,14,17,-22,36,1.3,3,0,0,0,13,0,1,66,4.5,1289,2047,127,134,0,0,,savarda01
816,Marco Scandella,31,STL,D,70,3,11,14,17,18,3.4,3,0,0,0,9,0,2,76,3.9,1270,1808,70,106,0,0,,scandma01
817,Colton Sceviour,32,EDM,C,35,2,3,5,-6,26,-0.1,2,0,0,0,2,0,1,38,5.3,332,928,20,41,29,33,46.8,scevico01
818,Mark Scheifele,28,WPG,C,67,29,41,70,-17,23,6.6,22,7,0,3,29,12,0,159,18.2,1416,2108,47,36,430,418,50.7,scheima01
819,Brayden Schenn,30,STL,C,62,24,34,58,21,33,6.5,17,7,0,3,24,10,0,111,21.6,1103,1747,17,119,284,295,49.1,schenbr01
820,Luke Schenn,32,VAN,D,66,5,12,17,15,61,4.4,4,0,1,1,12,0,0,78,6.4,1136,1713,96,273,0,0,,schenlu01
821,Nick Schmaltz,25,ARI,C,63,23,36,59,1,14,6.1,19,4,0,4,32,4,0,123,18.7,1150,1815,28,15,114,125,47.7,schmani01
822,Nate Schmidt,30,WPG,D,77,4,28,32,-4,10,4.4,3,1,0,1,17,10,1,117,3.4,1556,2013,104,37,0,0,,schmina01
823,Braden Schneider,20,NYR,D,43,2,9,11,5,9,2.5,2,0,0,0,8,1,0,25,8.0,665,1529,52,60,0,0,,schnebr01
824,Corey Schueneman,26,MTL,D,24,2,4,6,-5,8,0.7,2,0,0,0,3,1,0,30,6.7,398,1636,40,15,0,0,,schueco01
825,Justin Schultz,31,WSH,D,74,4,19,23,-15,16,2.5,2,2,0,1,16,3,0,92,4.3,1252,1655,87,40,0,0,,schulju01
826,Jaden Schwartz,29,SEA,C,37,8,15,23,-13,14,1.5,7,1,0,0,12,3,0,101,7.9,683,1827,13,42,17,18,48.6,schwaja01
827,Cole Schwindt,20,FLA,RW,3,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,3,0.0,42,1408,2,5,15,16,48.4,schwico01
828,Nick Seeler,28,PHI,D,43,1,2,3,-3,29,0.7,1,0,0,0,2,0,0,32,3.1,562,1305,67,75,0,0,,seeleni01
829,Tyler Seguin,30,DAL,C,81,24,25,49,-21,30,4.2,21,3,0,2,15,10,0,218,11.0,1443,1749,33,96,464,364,56.0,seguity01
830,Moritz Seider,20,DET,D,82,7,43,50,-9,34,6.7,5,2,0,4,22,19,2,187,3.7,1889,2302,161,151,0,0,,seidemo01
831,Andrej Sekera,35,DAL,D,32,1,3,4,-3,16,0.9,1,0,0,0,3,0,0,26,3.8,439,1343,25,15,0,0,,sekeran01
832,Kirill Semyonov,27,TOR,C,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,30,1002,0,4,1,1,50.0,semyoki01
833,Brett Seney,25,TOR,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,701,2,3,0,5,0.0,seneybr01
834,Zachary Senyshyn,24,OTT,RW,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,13,632,0,4,0,0,,senysza01
835,Mikhail Sergachev,23,TBL,D,78,7,31,38,6,59,6.1,6,1,0,1,24,6,1,149,4.7,1753,2228,123,139,0,0,,sergami01
836,Damon Severson,27,NJD,D,80,11,35,46,-14,57,6.3,6,5,0,0,23,11,1,158,7.0,1888,2336,92,91,0,0,,severda01
837,Michael Sgarbossa,29,WSH,C,10,2,2,4,3,0,0.5,2,0,0,0,2,0,0,11,18.2,99,954,2,7,41,31,56.9,sgarbmi01
838,Yegor Sharangovich,23,NJD,C,76,24,22,46,-14,23,4.2,20,2,2,3,21,1,0,168,14.3,1255,1630,26,30,89,131,40.5,sharaye01
839,Kevin Shattenkirk,33,ANA,D,82,8,27,35,-9,36,5.7,7,1,0,1,14,13,0,163,4.9,1756,2125,135,73,0,1,0.0,shattke01
840,Logan Shaw,30,OTT,RW,17,1,2,3,-3,2,0.1,1,0,0,0,2,0,0,17,5.9,159,923,5,11,58,57,50.4,shawlo01
841,Mason Shaw,23,MIN,C,3,0,0,0,-2,5,-0.1,0,0,0,0,0,0,0,7,0.0,27,859,1,6,1,2,33.3,shawma01
842,Riley Sheahan,30,SEA,C,69,4,13,17,6,2,1.1,4,0,0,0,11,0,2,69,5.8,831,1203,28,16,263,296,47.0,sheahri01
843,Conor Sheary,29,WSH,LW,71,19,24,43,-2,14,4.2,17,2,0,5,20,4,0,129,14.7,1085,1517,44,45,11,16,40.7,shearco01
844,Kiefer Sherwood,26,COL,RW,11,1,1,2,3,0,0.2,1,0,0,1,1,0,0,9,11.1,94,834,4,12,1,0,100.0,sherwki01
845,Kole Sherwood,25,NSH,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,8,808,0,3,0,0,,sherwko01
846,Devin Shore,27,EDM,C,49,5,6,11,-4,10,0.6,4,0,1,0,6,0,0,36,13.9,469,934,21,67,102,112,47.7,shorede01
847,Jonas Siegenthaler,24,NJD,D,70,1,13,14,-5,42,2.4,1,0,0,0,12,0,1,92,1.1,1439,2034,106,98,0,0,,siegejo01
848,Dylan Sikura,26,COL,C,5,0,1,1,0,0,0.0,0,0,0,0,1,0,0,3,0.0,50,957,3,0,0,0,,sikurdy01
849,Jakob Silfverberg,31,ANA,LW,53,5,16,21,-3,30,1.1,4,1,0,0,12,4,0,120,4.2,903,1702,40,16,8,16,33.3,silfvja01
850,Cole Sillinger,18,CBJ,C,79,16,15,31,-22,37,1.8,16,0,0,3,13,2,0,148,10.8,1082,1342,43,98,362,417,46.5,sillico01
851,Radim Simek,29,SJS,D,36,1,1,2,-13,8,0.1,1,0,0,0,1,0,0,25,4.0,478,1317,39,96,0,0,,simekra01
852,Wayne Simmonds,33,TOR,RW,72,5,11,16,-7,96,0.5,5,0,0,2,10,1,0,79,6.3,672,920,11,148,3,3,50.0,simmowa01
853,Dominik Simon,27,TOT,C,72,3,10,13,0,34,0.3,3,0,0,1,9,1,0,88,3.4,741,1017,38,72,9,12,42.9,simondo01
854,Colton Sissons,28,NSH,C,79,7,21,28,2,30,1.3,6,1,0,0,18,3,0,87,8.0,1277,1610,44,188,719,573,55.7,sissoco01
855,Jeff Skinner,29,BUF,LW,80,33,30,63,-14,42,6.9,28,5,0,4,24,6,0,262,12.6,1368,1706,20,29,91,133,40.6,skinnje01
856,Brady Skjei,27,CAR,D,82,9,30,39,22,48,8.0,9,0,0,0,30,0,0,184,4.9,1734,2109,73,95,0,0,,skjeibr01
857,Jaccob Slavin,27,CAR,D,79,4,38,42,35,10,8.9,3,1,0,0,30,6,2,165,2.4,1859,2332,121,50,0,0,,slavija01
858,Josiah Slavin,23,CHI,LW,15,0,1,1,0,4,-0.2,0,0,0,0,1,0,0,13,0.0,180,1202,4,12,29,38,43.3,slavijo01
859,Brendan Smith,32,CAR,D,45,4,4,8,6,36,2.2,4,0,0,1,4,0,0,63,6.3,626,1355,40,73,0,0,,smithbr05
860,C.J. Smith,27,CAR,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,922,0,1,0,0,,smithcj01
861,Cole Smith,26,NSH,F,8,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0.0,71,850,1,21,0,1,0.0,smithco02
862,Craig Smith,32,BOS,C,74,16,20,36,2,28,3.4,16,0,0,1,16,4,0,187,8.6,1067,1425,28,95,4,8,33.3,smithcr01
863,Gemel Smith,27,DET,C,3,0,1,1,-2,5,0.0,0,0,0,0,1,0,0,1,0.0,20,646,1,0,6,4,60.0,smithge02
864,Givani Smith,23,DET,RW,46,4,3,7,-6,108,0.2,4,0,0,0,3,0,0,50,8.0,390,828,20,86,1,1,50.0,smithgi01
865,Nathan Smith,23,ARI,C,10,2,2,4,-1,2,0.3,2,0,0,0,2,0,0,14,14.3,142,1409,6,26,38,58,39.6,smithna03
866,Reilly Smith,30,VEG,RW,56,16,22,38,4,8,3.7,11,3,2,3,16,4,2,150,10.7,996,1747,23,55,4,4,50.0,smithre01
867,Ty Smith,21,NJD,D,66,5,15,20,-26,22,1.6,5,0,0,0,11,4,0,77,6.5,1155,1730,73,45,0,0,,smithty01
868,Joe Snively,26,WSH,F,12,4,3,7,3,2,1.0,3,1,0,0,3,0,0,21,19.0,139,1133,3,2,0,1,0.0,snivejo01
869,Victor Soderstrom,20,ARI,D,16,0,0,0,-7,6,-0.2,0,0,0,0,0,0,0,14,0.0,261,1619,23,14,0,0,,sodervi01
870,Egor Sokolov,21,OTT,F,8,0,0,0,-6,4,-0.3,0,0,0,0,0,0,0,8,0.0,83,1022,4,13,0,0,,sokoleg01
871,Carson Soucy,27,SEA,D,64,10,11,21,7,47,4.7,9,0,1,1,8,2,1,97,10.3,1130,1740,73,118,0,0,,soucyca01
872,Blake Speers,25,ARI,C,2,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,1,0.0,18,910,2,3,6,5,54.5,speerbl01
873,Jordan Spence,20,LAK,D,24,2,6,8,0,2,1.5,2,0,0,1,4,2,0,41,4.9,474,1945,29,32,0,0,,spencjo01
874,Jason Spezza,38,TOR,C,71,12,13,25,-3,26,2.0,9,3,0,1,6,7,0,97,12.4,763,1045,24,31,305,272,52.9,spezzja01
875,Daniel Sprong,24,TOT,RW,63,14,6,20,0,8,2.0,12,2,0,0,6,0,0,153,9.2,818,1259,12,43,0,4,0.0,spronda01
876,Jared Spurgeon,32,MIN,D,65,10,30,40,32,10,7.2,10,0,0,2,16,14,0,116,8.6,1375,2109,83,44,0,0,,spurgja01
877,Jordan Staal,33,CAR,C,78,17,19,36,11,18,3.3,16,1,0,2,18,1,0,146,11.6,1297,1638,29,212,736,549,57.3,staaljo01
878,Marc Staal,35,DET,D,71,3,13,16,-1,28,3.0,3,0,0,1,13,0,0,76,3.9,1237,1725,75,94,0,0,,staalma01
879,Steven Stamkos,31,TBL,C,81,42,64,106,24,36,12.5,26,16,0,11,44,20,0,241,17.4,1497,1829,31,93,545,523,51.0,stamkst01
880,Logan Stanley,23,WPG,D,58,1,12,13,1,44,2.1,1,0,0,1,11,0,1,80,1.3,907,1539,100,131,0,0,,stanllo01
881,Paul Stastny,36,WPG,C,71,21,24,45,14,14,4.8,17,4,0,2,20,4,0,141,14.9,1263,1747,27,27,267,205,56.6,stastpa01
882,Troy Stecher,27,TOT,D,29,1,2,3,-7,13,0.4,1,0,0,0,2,0,0,50,2.0,483,1640,38,33,0,0,,stechtr01
883,Sam Steel,23,ANA,C,68,6,14,20,-17,16,0.7,6,0,0,1,11,3,0,66,9.1,837,1219,27,37,203,209,49.3,steelsa01
884,Oskar Steen,23,BOS,C,20,2,4,6,-1,6,0.4,2,0,0,0,4,0,0,25,8.0,221,1104,8,32,1,5,16.7,steenos01
885,Alex Steeves,22,TOR,F,3,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,2,0.0,24,758,1,1,0,0,,steeval02
886,Kevin Stenlund,25,CBJ,C,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,3,0.0,23,732,2,2,1,0,100.0,stenlke01
887,Derek Stepan,31,CAR,C,58,9,10,19,0,14,1.6,9,0,0,0,10,0,0,96,9.4,626,1048,25,29,248,196,55.9,stepade01
888,Mitchell Stephens,24,DET,C,27,0,6,6,-8,8,-0.2,0,0,0,0,6,0,0,17,0.0,302,1111,9,21,124,129,49.0,stephmi01
889,Chandler Stephenson,27,VEG,C,79,21,43,64,5,26,5.9,14,6,1,3,34,8,1,125,16.8,1526,1919,44,68,653,602,52.0,stephch02
890,Riley Stillman,23,CHI,D,52,2,10,12,-8,36,1.8,2,0,0,1,10,0,0,49,4.1,783,1504,67,122,0,0,,stillri01
891,Mark Stone,29,VEG,RW,37,9,21,30,7,8,2.9,6,3,0,2,17,3,1,71,12.7,679,1821,24,19,13,16,44.8,stonema01
